	name	rating	reviews	company_type	Head_Quarters	Company_Age	No_of_Employee
1398	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1399	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1400	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1401	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1402	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1403	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1404	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1405	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1406	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1407	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1408	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1409	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1410	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1411	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1412	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1413	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1414	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1415	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1416	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1417	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1418	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1419	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1420	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1421	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1422	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1423	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1424	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1425	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1426	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1427	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1428	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1429	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1430	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1431	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1432	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1433	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1434	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1435	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1436	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1437	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1438	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1439	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1440	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1441	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1442	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1443	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1444	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1445	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1446	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1447	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1448	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1449	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1450	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1451	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1452	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1453	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1454	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1455	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1456	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1457	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1458	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1459	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1460	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1461	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1462	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1463	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1464	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1465	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1466	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1467	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1468	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1469	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1470	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1471	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1472	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1473	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1474	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1475	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1476	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1477	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1478	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1479	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1480	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1481	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1482	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1483	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1484	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1485	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1486	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1487	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1488	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1489	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1490	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1491	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1492	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1493	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1494	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1495	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1496	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1497	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1498	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1499	Hexaware Technol...	3.8	(2.9k Reviews)	Public	Mumbai,Maharashtra + 30 more	32 years old	10k-50k Employees (India)
1500	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1501	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1502	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1503	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1504	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1505	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1506	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1507	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1508	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1509	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1510	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1511	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1512	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1513	Hexaware Technol...	3.8	(2.9k Reviews)	Public	Mumbai,Maharashtra + 30 more	32 years old	10k-50k Employees (India)
1514	JSW Steel	3.9	(3.1k Reviews)	Public	Mumbai,Maharashtra + 89 more	40 years old	10k-50k Employees (India)
1515	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1516	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1517	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1518	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1519	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1520	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1521	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1522	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1523	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1524	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1525	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1526	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1527	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1528	Hexaware Technol...	3.8	(2.9k Reviews)	Public	Mumbai,Maharashtra + 30 more	32 years old	10k-50k Employees (India)
1529	JSW Steel	3.9	(3.1k Reviews)	Public	Mumbai,Maharashtra + 89 more	40 years old	10k-50k Employees (India)
1530	TATA Steel	4.1	(4.4k Reviews)	Public	Mumbai,Maharashtra + 119 more	115 years old	10k-50k Employees (India)
1531	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1532	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1533	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1534	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1535	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1536	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1537	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1538	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1539	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1540	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1541	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1542	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1543	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1544	Hexaware Technol...	3.8	(2.9k Reviews)	Public	Mumbai,Maharashtra + 30 more	32 years old	10k-50k Employees (India)
1545	JSW Steel	3.9	(3.1k Reviews)	Public	Mumbai,Maharashtra + 89 more	40 years old	10k-50k Employees (India)
1546	TATA Steel	4.1	(4.4k Reviews)	Public	Mumbai,Maharashtra + 119 more	115 years old	10k-50k Employees (India)
1547	Hyundai Motor	4.1	(3.8k Reviews)	Private	Seoul + 218 more	55 years old	10k-50k Employees (India)
1548	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1549	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1550	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1551	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1552	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1553	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1554	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1555	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1556	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1557	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1558	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1559	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1560	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1561	Hexaware Technol...	3.8	(2.9k Reviews)	Public	Mumbai,Maharashtra + 30 more	32 years old	10k-50k Employees (India)
1562	JSW Steel	3.9	(3.1k Reviews)	Public	Mumbai,Maharashtra + 89 more	40 years old	10k-50k Employees (India)
1563	TATA Steel	4.1	(4.4k Reviews)	Public	Mumbai,Maharashtra + 119 more	115 years old	10k-50k Employees (India)
1564	Hyundai Motor	4.1	(3.8k Reviews)	Private	Seoul + 218 more	55 years old	10k-50k Employees (India)
1565	Bosch	4.2	(6k Reviews)	Public	Gerlingen,Baden-Wuerttemberg + 83 more	136 years old	10k-50k Employees (India)
1566	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1567	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1568	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1569	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1570	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1571	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1572	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1573	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1574	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1575	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1576	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1577	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1578	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1579	Hexaware Technol...	3.8	(2.9k Reviews)	Public	Mumbai,Maharashtra + 30 more	32 years old	10k-50k Employees (India)
1580	JSW Steel	3.9	(3.1k Reviews)	Public	Mumbai,Maharashtra + 89 more	40 years old	10k-50k Employees (India)
1581	TATA Steel	4.1	(4.4k Reviews)	Public	Mumbai,Maharashtra + 119 more	115 years old	10k-50k Employees (India)
1582	Hyundai Motor	4.1	(3.8k Reviews)	Private	Seoul + 218 more	55 years old	10k-50k Employees (India)
1583	Bosch	4.2	(6k Reviews)	Public	Gerlingen,Baden-Wuerttemberg + 83 more	136 years old	10k-50k Employees (India)
1584	JustDial	3.5	(2.7k Reviews)	Public	Mumbai,Maharashtra + 122 more	26 years old	10k-50k Employees (India)
1585	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1586	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1587	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1588	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1589	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1590	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1591	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1592	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1593	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1594	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1595	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1596	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1597	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1598	Hexaware Technol...	3.8	(2.9k Reviews)	Public	Mumbai,Maharashtra + 30 more	32 years old	10k-50k Employees (India)
1599	JSW Steel	3.9	(3.1k Reviews)	Public	Mumbai,Maharashtra + 89 more	40 years old	10k-50k Employees (India)
1600	TATA Steel	4.1	(4.4k Reviews)	Public	Mumbai,Maharashtra + 119 more	115 years old	10k-50k Employees (India)
1601	Hyundai Motor	4.1	(3.8k Reviews)	Private	Seoul + 218 more	55 years old	10k-50k Employees (India)
1602	Bosch	4.2	(6k Reviews)	Public	Gerlingen,Baden-Wuerttemberg + 83 more	136 years old	10k-50k Employees (India)
1603	JustDial	3.5	(2.7k Reviews)	Public	Mumbai,Maharashtra + 122 more	26 years old	10k-50k Employees (India)
1604	Atos Syntel	3.8	(4.3k Reviews)	Private	Troy,Michigan + 14 more	42 years old	10k-50k Employees (India)
1605	eClerx	3.7	(3k Reviews)	Public	Mumbai,Maharashtra + 16 more	22 years old	5k-10k Employees (India)
1606	Delhivery	4.2	(3.4k Reviews)	Private	Delhi,NCT + 443 more	11 years old	10k-50k Employees (India)
1607	Max Life Insuran...	4.2	(3k Reviews)	JV	Gurgaon/Gurugram,Haryana + 275 more	22 years old	10k-50k Employees (India)
1608	AU Small Finance...	4.1	(3.9k Reviews)	Private	Jaipur,Rajasthan + 282 more	26 years old	10k-50k Employees (India)
1609	Wipro BPS	3.8	(2.9k Reviews)	Bengaluru + 38 more	22 years old	1 Lakh+ Employees (India)	
1610	TVS Motor	4.2	(4.3k Reviews)	Public	Chennai,Tamil Nadu + 235 more	43 years old	10k-50k Employees (India)
1611	First Source	3.9	(2.9k Reviews)	Public	Mumbai,Maharashtra + 44 more	21 years old	10k-50k Employees (India)
1612	Tata Projects	4.2	(3k Reviews)	Public	Mumbai,Maharashtra + 191 more	43 years old	10k-50k Employees (India)
1613	Oyo Rooms	3.5	(3.1k Reviews)	Private	Gurgaon,Haryana + 102 more	9 years old	1k-5k Employees (India)
1614	Oracle	3.9	(3.7k Reviews)	Public	Austin,Texas + 31 more	45 years old	50k-1 Lakh Employees (India)
1615	JLL	4.3	(2.9k Reviews)	Private	Mumbai,Maharashtra + 59 more	25 years old	10k-50k Employees (India)
1616	Hero MotoCorp	4.3	(3k Reviews)	Public	Gurgaon/Gurugram,Haryana + 260 more	38 years old	5k-10k Employees (India)
1617	Cyient	3.7	(2.8k Reviews)	Public	Hyderabad/Secunderabad,Telangana + 25 more	31 years old	10k-50k Employees (India)
1618	Hexaware Technol...	3.8	(2.9k Reviews)	Public	Mumbai,Maharashtra + 30 more	32 years old	10k-50k Employees (India)
1619	JSW Steel	3.9	(3.1k Reviews)	Public	Mumbai,Maharashtra + 89 more	40 years old	10k-50k Employees (India)
1620	TATA Steel	4.1	(4.4k Reviews)	Public	Mumbai,Maharashtra + 119 more	115 years old	10k-50k Employees (India)
